rep,k,n_lambda,mu,sigma,min_size,filename,maxima
5,100,30,100,34,10,rep5_k100_lambda30_mu100,154.017219342665
5,100,30,100,34,10,rep5_k100_lambda30_mu100,179.75483006724
5,100,30,100,34,10,rep5_k100_lambda30_mu100,145.816645101822
5,100,30,100,34,10,rep5_k100_lambda30_mu100,161.97922511512
5,100,30,100,34,10,rep5_k100_lambda30_mu100,156.902334738097
5,100,30,100,34,10,rep5_k100_lambda30_mu100,186.13813569969
5,100,30,100,34,10,rep5_k100_lambda30_mu100,155.528194338463
5,100,30,100,34,10,rep5_k100_lambda30_mu100,152.662993294211
5,100,30,100,34,10,rep5_k100_lambda30_mu100,188.420920859225
5,100,30,100,34,10,rep5_k100_lambda30_mu100,158.454147804881
5,100,30,100,34,10,rep5_k100_lambda30_mu100,155.872558604025
5,100,30,100,34,10,rep5_k100_lambda30_mu100,150.369575036418
5,100,30,100,34,10,rep5_k100_lambda30_mu100,163.745028000776
5,100,30,100,34,10,rep5_k100_lambda30_mu100,157.95373882837
5,100,30,100,34,10,rep5_k100_lambda30_mu100,178.832715244475
5,100,30,100,34,10,rep5_k100_lambda30_mu100,158.715312394358
5,100,30,100,34,10,rep5_k100_lambda30_mu100,154.324954649692
5,100,30,100,34,10,rep5_k100_lambda30_mu100,173.97514362905
5,100,30,100,34,10,rep5_k100_lambda30_mu100,168.98766199405
5,100,30,100,34,10,rep5_k100_lambda30_mu100,167.609345506099
5,100,30,100,34,10,rep5_k100_lambda30_mu100,151.412868576955
5,100,30,100,34,10,rep5_k100_lambda30_mu100,184.775522212776
5,100,30,100,34,10,rep5_k100_lambda30_mu100,170.631534204355
5,100,30,100,34,10,rep5_k100_lambda30_mu100,174.143338108728
5,100,30,100,34,10,rep5_k100_lambda30_mu100,172.561212441572
5,100,30,100,34,10,rep5_k100_lambda30_mu100,146.970496523845
5,100,30,100,34,10,rep5_k100_lambda30_mu100,163.798469620532
5,100,30,100,34,10,rep5_k100_lambda30_mu100,209.757332531271
5,100,30,100,34,10,rep5_k100_lambda30_mu100,145.488115304528
5,100,30,100,34,10,rep5_k100_lambda30_mu100,174.108388724801
5,100,30,100,34,10,rep5_k100_lambda30_mu100,141.049025172862
5,100,30,100,34,10,rep5_k100_lambda30_mu100,139.518450990294
5,100,30,100,34,10,rep5_k100_lambda30_mu100,187.204277281446
5,100,30,100,34,10,rep5_k100_lambda30_mu100,157.532410446132
5,100,30,100,34,10,rep5_k100_lambda30_mu100,184.415684107018
5,100,30,100,34,10,rep5_k100_lambda30_mu100,160.779108885658
5,100,30,100,34,10,rep5_k100_lambda30_mu100,150.819360362622
5,100,30,100,34,10,rep5_k100_lambda30_mu100,154.280706480143
5,100,30,100,34,10,rep5_k100_lambda30_mu100,180.291373597046
5,100,30,100,34,10,rep5_k100_lambda30_mu100,160.422714259897
5,100,30,100,34,10,rep5_k100_lambda30_mu100,207.390582090849
5,100,30,100,34,10,rep5_k100_lambda30_mu100,164.831860775336
5,100,30,100,34,10,rep5_k100_lambda30_mu100,153.067915152706
5,100,30,100,34,10,rep5_k100_lambda30_mu100,162.606012263533
5,100,30,100,34,10,rep5_k100_lambda30_mu100,164.082833942814
5,100,30,100,34,10,rep5_k100_lambda30_mu100,175.157406040377
5,100,30,100,34,10,rep5_k100_lambda30_mu100,171.661697548109
5,100,30,100,34,10,rep5_k100_lambda30_mu100,160.777999625699
5,100,30,100,34,10,rep5_k100_lambda30_mu100,145.126302408168
5,100,30,100,34,10,rep5_k100_lambda30_mu100,168.349977152476
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.2421672046329
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.0690232065252
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.1785751720378
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,42.7518897048651
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.036535185861
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.2945400725303
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,32.2956887758477
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.2264991023373
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,38.7991849799469
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.8242605642125
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.3223083171283
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.2361970437059
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.3161193291279
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,38.2020260271041
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.3819456538231
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.8660479318104
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.9216033457315
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.3202647045007
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.1764122509732
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.0744390761684
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,30.6166260951408
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.1373747319046
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.6239458864357
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.2543931949818
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.4373272937004
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.5362487246717
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.1587727273646
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.7663298726259
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,43.1607939931144
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.5656944735135
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,29.7392408589725
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,39.1511030362284
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.4461988782823
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.3552019553478
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.3140219273421
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.9324592491146
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,32.8350387310492
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.8930392703424
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,32.7661419255151
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.504077306542
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.2659460479877
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.1995378641844
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,32.5031762320511
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.4120127805584
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.1441033322212
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.3274093358051
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,31.1681160055129
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.2637753971368
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.7983253592085
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,32.7981610429716
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.9092647127701
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,32.0790420986662
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.1393519584034
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.5795679113493
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.5211690446634
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,28.1711058581002
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.4143083531111
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,45.0853219386177
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.4398859761974
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,41.1051499226135
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.3768999937481
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.0384845127044
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.6057551397231
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,39.7823211108406
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,40.5166695738389
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,43.5126616708374
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.3684466884988
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.0436532391531
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.1991584972384
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.6352241827686
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,42.8466040571246
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,31.8825503265841
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,30.5242574660399
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.3663434248339
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.747831336537
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.9358510904034
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.1264045785467
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.0250680953175
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.5205021895644
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,36.7210413607823
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.0243614051736
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,39.1390638067735
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.0949450876575
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.0188553039796
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,32.7934578308725
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.3471329448401
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.0319955779225
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,41.6352287322126
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.9215043793235
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,35.4861467014675
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,29.5590940866277
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.4430039494512
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,37.9463911624466
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.9123818239871
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,28.652644008303
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,38.0213138676051
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,31.7792251585217
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,41.7443925018041
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,33.4014323619557
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,34.5880543764155
5,100,50,50,17,10,rep5_k100_lambda50_mu50,106.026828138422
5,100,50,50,17,10,rep5_k100_lambda50_mu50,83.6356319732489
5,100,50,50,17,10,rep5_k100_lambda50_mu50,84.7659301562669
5,100,50,50,17,10,rep5_k100_lambda50_mu50,85.4392708259823
5,100,50,50,17,10,rep5_k100_lambda50_mu50,79.9036908903203
5,100,50,50,17,10,rep5_k100_lambda50_mu50,84.6371921549691
5,100,50,50,17,10,rep5_k100_lambda50_mu50,93.0282870493675
5,100,50,50,17,10,rep5_k100_lambda50_mu50,78.4056007009064
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.8549119632451
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.6342518945739
5,100,50,50,17,10,rep5_k100_lambda50_mu50,75.7548023842012
5,100,50,50,17,10,rep5_k100_lambda50_mu50,80.0336200205177
5,100,50,50,17,10,rep5_k100_lambda50_mu50,79.7170315715523
5,100,50,50,17,10,rep5_k100_lambda50_mu50,84.982663606983
5,100,50,50,17,10,rep5_k100_lambda50_mu50,84.0307502578415
5,100,50,50,17,10,rep5_k100_lambda50_mu50,83.2459367593633
5,100,50,50,17,10,rep5_k100_lambda50_mu50,89.5544762707465
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.9530715689037
5,100,50,50,17,10,rep5_k100_lambda50_mu50,77.8206862155134
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.7128742203931
5,100,50,50,17,10,rep5_k100_lambda50_mu50,89.9938188273216
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.7927218061962
5,100,50,50,17,10,rep5_k100_lambda50_mu50,84.0440432746626
5,100,50,50,17,10,rep5_k100_lambda50_mu50,89.0051477645098
5,100,50,50,17,10,rep5_k100_lambda50_mu50,97.312017810603
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.7889388560677
5,100,50,50,17,10,rep5_k100_lambda50_mu50,99.2016185103328
5,100,50,50,17,10,rep5_k100_lambda50_mu50,80.9177892757583
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.793269940461
5,100,50,50,17,10,rep5_k100_lambda50_mu50,90.9340331457963
5,100,50,50,17,10,rep5_k100_lambda50_mu50,94.9167648022903
5,100,50,50,17,10,rep5_k100_lambda50_mu50,81.2426835551579
5,100,50,50,17,10,rep5_k100_lambda50_mu50,79.7105844716736
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.7527933417855
5,100,50,50,17,10,rep5_k100_lambda50_mu50,103.134162753228
5,100,50,50,17,10,rep5_k100_lambda50_mu50,93.3290660897016
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.2072052439004
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.55070391241
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.1622678706085
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.4977041750593
5,100,50,50,17,10,rep5_k100_lambda50_mu50,95.4514116799819
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.9858980079914
5,100,50,50,17,10,rep5_k100_lambda50_mu50,76.571537452407
5,100,50,50,17,10,rep5_k100_lambda50_mu50,85.3634195784048
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.5845254605247
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.0849457622131
5,100,50,50,17,10,rep5_k100_lambda50_mu50,76.5531146972584
5,100,50,50,17,10,rep5_k100_lambda50_mu50,92.000934776209
5,100,50,50,17,10,rep5_k100_lambda50_mu50,92.292348750557
5,100,50,50,17,10,rep5_k100_lambda50_mu50,73.8453399914645
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.6885602093727
5,100,50,50,17,10,rep5_k100_lambda50_mu50,77.5331900346481
5,100,50,50,17,10,rep5_k100_lambda50_mu50,72.9919669767151
5,100,50,50,17,10,rep5_k100_lambda50_mu50,83.4446822197942
5,100,50,50,17,10,rep5_k100_lambda50_mu50,89.9669929496396
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.3613865103776
5,100,50,50,17,10,rep5_k100_lambda50_mu50,81.9668189538144
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.9654238175447
5,100,50,50,17,10,rep5_k100_lambda50_mu50,85.8200309454077
5,100,50,50,17,10,rep5_k100_lambda50_mu50,94.2554895596231
5,100,50,50,17,10,rep5_k100_lambda50_mu50,83.4847097204486
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.9410633680799
5,100,50,50,17,10,rep5_k100_lambda50_mu50,85.0792771792956
5,100,50,50,17,10,rep5_k100_lambda50_mu50,91.2750322709746
5,100,50,50,17,10,rep5_k100_lambda50_mu50,94.7017752251555
5,100,50,50,17,10,rep5_k100_lambda50_mu50,85.4247675191062
5,100,50,50,17,10,rep5_k100_lambda50_mu50,90.6330200778999
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.2031935603721
5,100,50,50,17,10,rep5_k100_lambda50_mu50,106.342654735353
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.1297223752994
5,100,50,50,17,10,rep5_k100_lambda50_mu50,103.428337214059
5,100,50,50,17,10,rep5_k100_lambda50_mu50,89.6406572257585
5,100,50,50,17,10,rep5_k100_lambda50_mu50,97.6751618415001
5,100,50,50,17,10,rep5_k100_lambda50_mu50,89.8499618166474
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.447092690956
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.5404301463638
5,100,50,50,17,10,rep5_k100_lambda50_mu50,101.448839090781
5,100,50,50,17,10,rep5_k100_lambda50_mu50,101.968730934305
5,100,50,50,17,10,rep5_k100_lambda50_mu50,102.113753562239
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.6831622533652
5,100,50,50,17,10,rep5_k100_lambda50_mu50,93.990329546954
5,100,50,50,17,10,rep5_k100_lambda50_mu50,93.7658759124578
5,100,50,50,17,10,rep5_k100_lambda50_mu50,85.6384851174439
5,100,50,50,17,10,rep5_k100_lambda50_mu50,78.146670817947
5,100,50,50,17,10,rep5_k100_lambda50_mu50,73.5897870689423
5,100,50,50,17,10,rep5_k100_lambda50_mu50,84.0503613012454
5,100,50,50,17,10,rep5_k100_lambda50_mu50,99.7864028669142
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.2072355752081
5,100,50,50,17,10,rep5_k100_lambda50_mu50,95.7290804343242
5,100,50,50,17,10,rep5_k100_lambda50_mu50,83.2584792597002
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.0486244774034
5,100,50,50,17,10,rep5_k100_lambda50_mu50,85.9318856234524
5,100,50,50,17,10,rep5_k100_lambda50_mu50,88.2938224080561
5,100,50,50,17,10,rep5_k100_lambda50_mu50,94.3449327408499
5,100,50,50,17,10,rep5_k100_lambda50_mu50,92.6851703895632
5,100,50,50,17,10,rep5_k100_lambda50_mu50,87.5213143613755
5,100,50,50,17,10,rep5_k100_lambda50_mu50,86.1657054420547
5,100,50,50,17,10,rep5_k100_lambda50_mu50,89.2539382805444
5,100,50,50,17,10,rep5_k100_lambda50_mu50,79.8429589108836
5,100,50,50,17,10,rep5_k100_lambda50_mu50,74.7065083599971
5,100,50,100,34,10,rep5_k100_lambda50_mu100,241.026098596352
5,100,50,100,34,10,rep5_k100_lambda50_mu100,187.947481248006
5,100,50,100,34,10,rep5_k100_lambda50_mu100,184.809749332466
5,100,50,100,34,10,rep5_k100_lambda50_mu100,174.520056108082
5,100,50,100,34,10,rep5_k100_lambda50_mu100,181.54132520026
5,100,50,100,34,10,rep5_k100_lambda50_mu100,184.443956426809
5,100,50,100,34,10,rep5_k100_lambda50_mu100,180.769032455889
5,100,50,100,34,10,rep5_k100_lambda50_mu100,167.9526941044
5,100,50,100,34,10,rep5_k100_lambda50_mu100,179.981142288961
5,100,50,100,34,10,rep5_k100_lambda50_mu100,171.76703634893
5,100,50,100,34,10,rep5_k100_lambda50_mu100,165.991654334971
5,100,50,100,34,10,rep5_k100_lambda50_mu100,225.942318677802
5,100,50,100,34,10,rep5_k100_lambda50_mu100,180.344321356765
5,100,50,100,34,10,rep5_k100_lambda50_mu100,172.518947587111
5,100,50,100,34,10,rep5_k100_lambda50_mu100,162.670849259646
5,100,50,100,34,10,rep5_k100_lambda50_mu100,193.672603848064
5,100,50,100,34,10,rep5_k100_lambda50_mu100,200.83501456575
5,100,50,100,34,10,rep5_k100_lambda50_mu100,182.355906176351
5,100,50,100,34,10,rep5_k100_lambda50_mu100,184.099139510792
5,100,50,100,34,10,rep5_k100_lambda50_mu100,180.894584823012
5,100,50,100,34,10,rep5_k100_lambda50_mu100,164.769153250249
5,100,50,100,34,10,rep5_k100_lambda50_mu100,182.366096413391
5,100,50,100,34,10,rep5_k100_lambda50_mu100,172.115279081772
5,100,50,100,34,10,rep5_k100_lambda50_mu100,164.046885844648
5,100,50,100,34,10,rep5_k100_lambda50_mu100,183.849232462896
5,100,50,100,34,10,rep5_k100_lambda50_mu100,172.503824697162
5,100,50,100,34,10,rep5_k100_lambda50_mu100,169.267574750872
5,100,50,100,34,10,rep5_k100_lambda50_mu100,198.799600494804
5,100,50,100,34,10,rep5_k100_lambda50_mu100,171.148896444688
5,100,50,100,34,10,rep5_k100_lambda50_mu100,184.006639885686
5,100,50,100,34,10,rep5_k100_lambda50_mu100,176.420554779791
5,100,50,100,34,10,rep5_k100_lambda50_mu100,164.136081857417
5,100,50,100,34,10,rep5_k100_lambda50_mu100,189.283361869641
5,100,50,100,34,10,rep5_k100_lambda50_mu100,195.816311939261
5,100,50,100,34,10,rep5_k100_lambda50_mu100,163.801089638122
5,100,50,100,34,10,rep5_k100_lambda50_mu100,192.501020182688
5,100,50,100,34,10,rep5_k100_lambda50_mu100,190.10934524373
5,100,50,100,34,10,rep5_k100_lambda50_mu100,198.316734868296
5,100,50,100,34,10,rep5_k100_lambda50_mu100,163.571850478838
5,100,50,100,34,10,rep5_k100_lambda50_mu100,150.996504524424
5,100,50,100,34,10,rep5_k100_lambda50_mu100,174.441618817751
5,100,50,100,34,10,rep5_k100_lambda50_mu100,165.784694409664
5,100,50,100,34,10,rep5_k100_lambda50_mu100,196.786109320503
5,100,50,100,34,10,rep5_k100_lambda50_mu100,169.765436376116
5,100,50,100,34,10,rep5_k100_lambda50_mu100,176.215280414735
5,100,50,100,34,10,rep5_k100_lambda50_mu100,164.737198788967
5,100,50,100,34,10,rep5_k100_lambda50_mu100,183.762018920188
5,100,50,100,34,10,rep5_k100_lambda50_mu100,158.977018888551
5,100,50,100,34,10,rep5_k100_lambda50_mu100,181.215748794141
5,100,50,100,34,10,rep5_k100_lambda50_mu100,208.052702877847
5,100,50,100,34,10,rep5_k100_lambda50_mu100,170.62333160274
5,100,50,100,34,10,rep5_k100_lambda50_mu100,161.273774610933
5,100,50,100,34,10,rep5_k100_lambda50_mu100,161.029656286759
5,100,50,100,34,10,rep5_k100_lambda50_mu100,161.988521302808
5,100,50,100,34,10,rep5_k100_lambda50_mu100,172.191891075371
5,100,50,100,34,10,rep5_k100_lambda50_mu100,195.630406734095
5,100,50,100,34,10,rep5_k100_lambda50_mu100,188.678198712975
5,100,50,100,34,10,rep5_k100_lambda50_mu100,198.229899397576
5,100,50,100,34,10,rep5_k100_lambda50_mu100,179.745277482786
5,100,50,100,34,10,rep5_k100_lambda50_mu100,162.72815964394
5,100,50,100,34,10,rep5_k100_lambda50_mu100,208.796793131196
5,100,50,100,34,10,rep5_k100_lambda50_mu100,166.489724082157
5,100,50,100,34,10,rep5_k100_lambda50_mu100,161.355720351054
5,100,50,100,34,10,rep5_k100_lambda50_mu100,177.830266060147
5,100,50,100,34,10,rep5_k100_lambda50_mu100,165.749226248415
5,100,50,100,34,10,rep5_k100_lambda50_mu100,182.36181827804
5,100,50,100,34,10,rep5_k100_lambda50_mu100,168.772010583075
5,100,50,100,34,10,rep5_k100_lambda50_mu100,201.815232438884
5,100,50,100,34,10,rep5_k100_lambda50_mu100,198.752616719606
5,100,50,100,34,10,rep5_k100_lambda50_mu100,186.605099847746
5,100,50,100,34,10,rep5_k100_lambda50_mu100,172.709643690148
5,100,50,100,34,10,rep5_k100_lambda50_mu100,155.56353994436
5,100,50,100,34,10,rep5_k100_lambda50_mu100,155.034550730318
5,100,50,100,34,10,rep5_k100_lambda50_mu100,169.698815608134
5,100,50,100,34,10,rep5_k100_lambda50_mu100,175.139354235341
5,100,50,100,34,10,rep5_k100_lambda50_mu100,165.892987182977
5,100,50,100,34,10,rep5_k100_lambda50_mu100,202.688627647316
5,100,50,100,34,10,rep5_k100_lambda50_mu100,188.611271497415
5,100,50,100,34,10,rep5_k100_lambda50_mu100,159.070140135998
5,100,50,100,34,10,rep5_k100_lambda50_mu100,169.92505429975
5,100,50,100,34,10,rep5_k100_lambda50_mu100,165.33589069544
5,100,50,100,34,10,rep5_k100_lambda50_mu100,176.411568495449
5,100,50,100,34,10,rep5_k100_lambda50_mu100,188.130477371295
5,100,50,100,34,10,rep5_k100_lambda50_mu100,173.2944570529
5,100,50,100,34,10,rep5_k100_lambda50_mu100,176.995208441097
5,100,50,100,34,10,rep5_k100_lambda50_mu100,166.08265926663
5,100,50,100,34,10,rep5_k100_lambda50_mu100,153.777024060446
5,100,50,100,34,10,rep5_k100_lambda50_mu100,167.405999744941
5,100,50,100,34,10,rep5_k100_lambda50_mu100,204.390847158046
5,100,50,100,34,10,rep5_k100_lambda50_mu100,181.209704143774
5,100,50,100,34,10,rep5_k100_lambda50_mu100,171.271450542971
5,100,50,100,34,10,rep5_k100_lambda50_mu100,176.64525189713
5,100,50,100,34,10,rep5_k100_lambda50_mu100,179.965411097178
5,100,50,100,34,10,rep5_k100_lambda50_mu100,180.286229132127
5,100,50,100,34,10,rep5_k100_lambda50_mu100,186.261422272628
5,100,50,100,34,10,rep5_k100_lambda50_mu100,171.618477586963
5,100,50,100,34,10,rep5_k100_lambda50_mu100,167.473662639014
5,100,50,100,34,10,rep5_k100_lambda50_mu100,160.712232724349
5,100,50,100,34,10,rep5_k100_lambda50_mu100,193.848135839809
5,100,50,100,34,10,rep5_k100_lambda50_mu100,175.846736049656
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,36.1213280835685
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,40.9851434716519
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,37.0850095638171
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,41.1307764960949
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,39.9062440846264
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,41.2649367974482
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,39.0830288640343
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,40.6383008568919
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,37.8606198318151
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,38.9553418776907
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,37.9015857013634
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,38.937444040718
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,39.3336216291177
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,41.1523382122624
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,43.2540602182403
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,43.1587452939748
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,40.2451429093946
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,40.0054863495597
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,37.4834370159174
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,41.6987545607913
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,36.7373054424233
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,37.2932181746813
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,41.6803616632004
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,39.4067609652417
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,42.4676453365331
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,40.3595162217097
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,40.30094881595
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,44.9745892758603
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,41.3486575953748
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,38.626905806877
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,41.9836378314234
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,40.1146588519368
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,39.9341929729278
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,39.3872891871738
5,100,200,20,6.8,10,rep5_k100_lambda200_mu20,36.9166374821896
